Antibiotic_class,GZC4,SCC7,YGC26,YNC10,YGC3,SCC18,YNC18,GZC39,YNC4,SCC27,YNC8,GZC10,YNC11,SCC9,YNC34,GZC45,YNC22,SCC6,YGC36,GZC7,YNC39,YNC40,GZC41,SCC4,GZC26,SCC12,YNC12,GZC9,GZC14,YNC31,SCC1,YGC31,YGC8,SCC5,YGC16,GZC1,YGC9,GZC37,YGC2,SCC11,GZC42,GZC46,YGC41,SCC22,SCC29,YGC18,SCC25,SCC17,YGC11,YNC17,SCC10,YNC37,YGC12,SCC3,YNC45,YGC47,GZC38,GZC36,YNC43,GZC33,SCC28,SCC23,YGC39,YGC51,SCC19,YNC9,YGC4,GZC12,GZC43,YNC46,SCC20,YNC35,SCC24,YGC15,YNC32,SCC16,GZC44,YGC43,YGC38,YNC24,YGC52,GZC40,YGC27,SCC15,YNC29,YGC48,GZC27,YGC45,GZC18,SCC8,GZC30,GZC32,GZC5,YNC44,GZC13,SCC30,YGC5,YGC50,GZC25,YNC47,YNC41,YGC53,GZC20,GZC3,YNC26,YNC7,YNC36,YGC14,YGC7,YGC1,SCC26,SCC21,SCC14,YNC3,YNC25,YNC15,SCC13,YGC25,GZC16,SCC2
Multidrug,4616,8028,4004,5166,2522,7504,8892,4684,6988,7922,5300,7014,3228,9024,8456,346,2532,2618,2608,8180,1470,5570,3604,4444,600,7872,4458,5826,1870,1958,6086,3244,7494,6358,5190,6566,3778,3286,2244,15272,4358,2868,2556,13142,5134,4484,6054,6546,5006,5538,8518,5522,1426,4568,8266,4714,5492,3348,4100,238,1730,10136,6758,2356,11574,4624,2696,20350,1310,3198,3526,5406,3114,3184,7260,5982,3146,2180,696,8810,7190,7104,4672,8204,5118,1702,5146,8218,6148,7926,8590,4188,8368,944,2646,5042,2042,11786,6880,778,4256,5374,7102,8958,7768,2886,4072,1306,4146,3842,7172,12176,7354,8490,3276,7230,4884,2480,6692,7370
Peptide,420,1476,384,1344,772,346,1802,916,988,600,322,1632,2968,912,626,58,600,244,492,382,812,568,368,382,118,1884,186,1258,242,1198,1650,456,432,1706,486,668,548,356,444,8556,430,220,612,1242,1056,1400,650,1474,1076,1300,1108,160,300,2450,108,592,292,316,626,86,712,790,10212,470,826,2434,916,1292,418,3480,654,372,1216,572,1460,890,1872,744,122,374,4476,434,1350,3446,1300,266,326,10760,560,3046,1228,522,1098,208,1174,3702,434,162,718,1040,520,2686,214,6332,854,1508,2418,174,876,582,586,1072,4198,6332,966,2372,880,564,932,3130
Multidrug,18,88,18,72,0,4,156,0,4,16,38,2,522,46,0,2,8,8,10,0,0,0,6,4,0,82,4,34,2,4,22,14,36,14,6,0,42,6,0,1420,8,8,90,20,154,2,62,0,56,2,256,0,2,0,8,8,18,14,8,2,4,96,2524,6,130,484,6,0,46,422,18,0,84,202,176,4,0,556,2,2,792,0,64,20,0,12,0,2246,6,0,0,0,22,0,4,634,10,0,2,0,0,302,0,8,44,196,130,2,4,68,102,126,42,1178,34,348,0,0,84,1222
Multidrug,88,524,2670,74,2038,88,116,34,238,6,628,6,974,10,1524,2,198,86,2754,112,402,0,2,16,6,240,74,14,8,2392,80,1614,24,58,164,90,1112,108,14,2052,18,2,2048,132,372,22,54,26,436,8,6,318,30,30,28,30,18,12,606,0,4,8,5808,5792,18,3296,8,66,0,446,22,860,72,1382,870,290,0,278,7766,1168,156,4,116,110,64,6,2,2918,66,886,54,4,48,7844,16,236,9814,4,166,1272,4,98,0,406,1012,4278,136,4852,0,2704,2,4,1168,160,56,172,14,2412,86,456
Multidrug,320,4,120,12,164,0,8,1104,206,0,128,10,270,0,30,48,94,0,80,34,34,54,284,0,14,0,8,112,152,22,0,184,56,2,26,514,108,216,156,2,300,6,170,18,62,156,0,0,202,4,0,50,1010,0,10,132,134,0,134,0,0,2,2,710,0,436,116,92,258,22,0,238,2,150,92,2,158,358,274,10,30,346,106,0,10,2,676,0,8,2,68,1402,878,10,1164,2,214,8,52,60,16,284,108,132,22,76,52,434,436,166,0,0,0,8,124,98,0,310,10,8
Multidrug,100,32,36,0,16,2,0,62,0,18,2,134,44,16,14,24,0,0,6,12,2,0,56,0,0,26,0,300,276,18,0,4,0,30,0,54,4,16,18,12,42,2,70,16,6,4,50,0,6,2,20,4,32,6,0,10,8,4,0,0,2,12,0,42,22,0,26,844,98,2,0,0,0,18,2,8,54,24,84,0,2,12,38,4,0,0,80,2,6,0,116,234,316,0,62,4,78,0,80,20,0,38,12,328,6,0,4,26,198,4,32,160,22,0,0,0,0,6,16,192
Multidrug,58,2,32,0,8,0,0,10,4,10,2,22,16,0,4,22,0,0,0,12,0,0,40,0,0,2,2,44,154,2,0,86,292,0,0,44,4,16,22,2,62,0,32,10,0,4,0,0,4,2,0,0,18,0,0,16,8,0,0,0,0,0,0,20,10,0,18,38,32,2,0,0,0,50,0,0,6,22,28,0,6,4,18,0,0,34,52,0,2,2,2,174,80,0,36,0,34,0,20,188,6,16,12,62,2,0,2,2,174,32,20,22,0,2,0,0,0,26,0,0
Multidrug,22,0,6,0,0,0,2,0,2,0,0,0,0,0,0,0,4,0,4,0,6,0,2,0,0,8,0,0,0,0,0,6,0,2,0,0,0,4,0,2,10,0,0,0,0,60,18,0,0,0,0,10,6,0,0,2,0,0,0,6,0,0,0,0,2,0,0,6,4,0,8,0,2,4,0,0,2,86,0,0,2,0,14,0,2,20,0,0,0,0,0,2,2,0,0,0,0,0,2,58,0,20,0,4,0,0,2,2,12,6,2,20,0,74,4,30,0,0,0,0
Fluoroquinolone,2652,566,2050,6,366,108,48,1454,690,0,214,80,1972,28,196,86,184,22,284,16,30,88,3034,104,64,358,22,192,284,82,326,2488,62,56,44,312,96,1364,176,294,2456,4,2808,2662,178,448,6,30,330,40,2,84,966,2610,40,146,232,78,56,10,2524,0,2,1150,30,40,164,1380,250,1222,106,74,6,2410,112,492,652,346,124,28,38,2428,72,310,34,80,2108,2,94,324,58,614,704,2,780,326,190,26,148,0,38,172,2930,2450,558,82,68,382,614,2214,0,6,436,72,16,32,66,3362,42,142
Multidrug,0,0,0,0,0,0,0,6,0,0,0,6,18,0,6,52,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,4,0,0,0,0,0,4,0,0,18,0,0,0,0,0,2,0,0,0,0,0,0
MLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,0,0,0,0,0,10,2,0,0,0,6,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,50,0,0,0,0,94,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,338,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,4
Tetracycline,8646,1416,1696,1682,1648,136,160,8198,2652,1006,1006,1360,4118,1772,8176,492,2874,328,1182,222,606,656,8780,200,410,910,158,2460,1824,5226,556,2310,2224,208,204,1536,736,4434,872,1418,11196,510,2020,3290,770,1122,1278,64,954,1156,2498,2996,3852,1228,612,1086,1518,638,1312,200,1778,1642,92,6160,2364,288,966,800,1984,1142,174,1026,116,2090,512,614,896,3412,3370,3432,826,2820,680,228,544,278,4114,150,398,502,316,7890,3104,8522,5292,474,1432,186,860,3350,220,1286,1886,1486,3924,342,1312,2142,3084,1852,1250,1850,308,416,342,112,76,2840,48,300
Tetracycline,678,38,168,4,548,2,12,1062,120,0,40,42,250,2,6090,52,1288,2,60,18,346,114,872,2,38,10,4,132,80,3846,14,382,1440,0,94,240,32,502,192,20,620,8,194,174,0,278,0,2,264,0,0,2538,512,60,10,234,210,10,1038,8,0,0,78,1980,0,8,398,186,168,52,4,540,0,232,260,16,122,1592,2462,2562,660,526,106,6,396,24,634,16,2,4,38,762,390,6728,986,0,130,94,68,2088,36,226,372,182,2620,20,44,634,232,274,0,0,4,10,152,4,0,318,0,0
MLS,982,3572,1394,11392,82,460,86,176,468,6312,272,5900,810,5640,154,70,3592,1912,334,24,792,708,306,192,208,2064,50,6170,610,390,164,222,1360,1040,72,402,660,5774,56,3304,1074,460,758,5144,3750,478,3668,64,22,7336,6286,48,568,138,208,8,518,408,76,184,518,8254,4,144,7914,186,32,60,284,216,342,654,218,212,298,970,262,166,58,102,6,300,182,498,648,12,342,112,1650,152,314,422,1462,1166,374,1550,762,6,40,18,318,50,342,102,114,404,838,282,926,136,5448,9198,220,166,2048,404,10,352,34,176
Phenicol,0,4,0,0,0,0,0,0,0,4,0,8,0,2,0,0,10,14,0,0,0,0,0,0,0,4,0,10,0,0,0,4,0,2,0,0,0,0,0,4,0,0,2,0,0,0,18,0,4,6,38,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,16,0,0,0,0,6,0,0,2,66,0,0,0,0,0,0,0,0,0,0,4,0,0,28,14,0,0,0,0,0,4,0,0
Peptide,2,30,0,6,10,0,0,4,0,42,0,10,4,30,0,4,0,16,0,0,0,0,12,4,0,6,0,54,6,0,0,0,0,0,0,4,0,0,0,6,10,0,0,16,14,0,14,0,0,0,58,2,2,0,0,0,0,6,0,2,0,54,0,0,38,0,0,0,0,0,2,0,0,0,0,16,0,2,0,0,2,0,0,0,0,0,0,0,6,0,0,12,4,0,0,14,0,0,0,0,0,2,0,4,0,0,0,0,16,0,4,126,0,0,0,0,2,0,0,0
Pleuromutilin,8562,10098,12150,10682,7018,6426,5854,9326,12808,5608,12168,7936,9336,8642,11566,14998,15420,2096,17302,6982,10904,3622,5900,7164,5698,6356,10732,6618,3732,17424,8638,10044,8174,7714,13810,5604,19646,10046,12468,19388,8924,14036,8108,12774,6326,10572,7686,7288,7510,7136,7962,15856,6674,7448,15988,12352,8918,14486,13084,5596,7818,6734,7378,14006,8606,19104,12168,10048,4974,13448,4020,10768,19384,7754,7648,5330,3600,13422,13142,5222,6404,4918,5526,5128,5938,2986,4538,2576,5768,8858,5060,6672,6582,32198,6808,5744,11912,4612,6956,8500,3200,6796,5078,5180,6752,13300,15650,10124,8280,8604,7606,9940,8124,4196,10212,9930,8294,9460,5068,7468
MLS,734,456,370,200,1516,324,1280,132,2500,372,7898,652,406,470,1826,10716,4960,118,4782,48,1706,206,164,1082,1752,178,2382,462,102,838,486,616,464,1052,1568,172,7288,750,1650,646,920,7596,266,308,942,1486,514,782,884,144,370,696,1200,276,5554,5316,4780,8222,1660,438,308,334,924,1678,404,3428,1186,402,774,834,204,1216,2526,198,442,132,226,3954,516,562,998,78,78,112,614,852,50,726,192,116,70,36,120,740,192,1194,514,70,76,376,166,162,26,552,802,2174,3108,2660,786,410,552,438,726,652,852,4254,96,322,40,2388
Aminoglycoside,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aminoglycoside,2,0,0,0,4,0,4,0,0,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,2,8,0,2,14,0,2,8,0,8,14,2,0,0,0,0,4,0,2,76,26,0,2,2,0,26,0,36,0,2,6,0,0,0,0,0,0,0,0,28,0,0,0,2,2,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,8,8,0,0,0,0,0,0,0,6,2,0,0,0,44,0,0,0,0,24,4,0,0,4,0,2
MLS,60,8,86,240,18,0,0,32,0,0,0,0,10,2,2,2,86,0,10,2,16,54,114,0,0,4,0,2,0,0,16,122,2,4,0,30,6,26,4,16,82,0,58,128,0,30,0,4,4,36,0,2,60,4,2,4,4,0,2,0,0,0,0,36,0,0,2,10,12,12,2,4,0,26,4,4,6,22,2,0,2,110,12,8,14,0,118,0,0,16,0,112,124,0,162,0,6,2,0,0,8,6,208,8,0,0,6,0,12,24,0,0,22,0,6,2,0,98,4,4
MLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rifamycin,1254,720,1874,178,1340,1256,824,2332,362,146,106,630,758,412,990,280,248,168,284,2980,54,790,820,1534,34,956,478,588,254,1832,708,1482,2524,1284,1352,1586,224,492,1284,2092,950,560,1468,1994,432,332,272,1096,1482,140,598,4498,700,1028,86,100,328,152,884,20,194,364,1410,328,506,396,916,4858,796,700,370,1106,384,1488,1132,1274,430,9756,3962,472,3612,466,422,390,504,26,608,1072,1152,786,1750,1462,1888,11688,848,576,172,1462,2796,12,690,854,400,1370,526,280,542,276,628,852,310,428,362,816,944,484,1008,1234,1568,106
Aminoglycoside,16,52,2,1432,6,2,0,16,0,2,0,4,2,2,18,0,14,8,44,2,18,0,38,0,0,12,0,0,0,56,0,0,2,0,0,0,10,64,0,8,26,0,0,28,10,160,24,126,0,110,4,2,30,20,0,0,14,0,12,0,168,18,0,0,14,2,2,2,10,0,6,0,48,0,4,4,4,2,2,0,0,0,0,10,54,0,0,4,0,2,0,16,30,146,38,62,6,0,0,0,0,4,2,0,0,0,0,2,118,0,8,22,110,28,32,2,0,0,4,4
Tetracycline,306,1578,596,242,192,3306,1820,702,1226,44,1766,210,998,640,1638,8,580,186,106,2282,362,3414,102,986,4,918,800,136,44,94,1862,352,1116,1002,948,1708,40,110,126,5728,112,10,454,1318,372,406,82,1590,564,1432,98,872,36,1678,1680,292,176,52,1152,6,1896,154,592,40,234,506,196,324,72,1026,1070,1528,696,364,1912,2182,74,38,94,1998,866,252,500,1032,1276,126,168,772,1456,4138,1224,114,150,2,198,286,60,2124,1376,20,2430,414,172,54,1640,808,80,114,110,504,98,116,1396,1484,1414,2020,1254,360,1694,776
Tetracycline,324,1072,902,718,716,1030,3660,740,1670,1058,258,1060,324,1318,2162,32,454,444,504,1860,802,1770,216,938,96,714,1024,1206,1222,790,708,336,2370,914,1652,2654,342,272,654,2796,406,60,446,1148,838,1878,980,1078,1892,1708,1044,894,184,864,2392,1382,464,128,1450,58,580,1476,0,298,1888,660,1204,730,356,474,940,1922,644,304,2798,1548,224,82,124,2510,1690,976,1736,492,794,574,866,610,2252,2092,1890,586,480,280,688,414,446,2620,2090,22,1376,1662,850,428,1774,1176,230,156,1042,428,1104,2226,476,1908,1182,1842,620,340,2398,176
Tetracycline,294,2820,1686,1120,2118,1154,4640,1464,2534,58,324,198,1538,570,2586,12,744,266,1032,2080,716,2546,242,1132,928,2144,1206,206,48,1774,1506,1038,2144,1496,2332,2598,1050,354,1576,2486,244,156,1820,4540,856,5120,464,1832,3834,774,136,802,390,3558,1056,2576,390,120,1680,1252,4496,188,842,1106,274,1098,3098,1770,642,2102,1256,1820,3310,1106,2836,2144,358,170,1114,2316,2844,1296,3194,1732,2176,1148,1076,1802,1642,3606,1688,170,402,774,142,4768,1718,2522,2094,68,2170,4034,962,1920,1776,1334,182,1516,2172,1696,100,156,4196,2492,1328,3278,1680,1086,1902,2246
Tetracycline,370,4220,2858,162,1240,3890,5776,518,2602,264,282,358,1892,1864,7054,46,1288,496,290,11210,440,10100,264,4780,16,3818,2638,380,76,568,3896,1422,5112,4448,4868,6198,164,222,376,6434,172,14,2596,6084,2016,2358,646,6000,3160,1674,474,6222,338,6270,6648,1556,826,44,4016,12,6632,630,6,214,970,1226,728,976,78,1888,4430,5340,4386,1672,7320,7332,286,6858,634,8834,4356,1388,2756,2956,2952,762,780,470,6216,7238,5160,310,736,92,236,5330,372,11166,5934,62,7970,2132,956,650,6810,1282,204,1424,642,2326,248,462,5852,3570,4740,3120,5008,1730,7324,2300
Multidrug,16,26,30,0,6,0,0,20,12,0,0,6,34,0,16,0,0,2,14,0,0,0,6,0,0,4,0,16,40,10,4,26,0,0,0,4,0,18,14,2,10,0,10,24,6,2,4,0,4,0,0,0,20,16,0,8,2,0,4,4,0,10,0,4,2,0,0,40,12,2,0,4,2,28,6,0,182,4,2,0,2,32,4,0,0,0,34,0,2,0,2,10,0,0,10,4,4,2,8,0,0,0,0,38,56,2,8,4,8,46,32,0,4,2,0,0,0,14,0,0
MLS,82,692,604,42,138,110,270,76,150,92,58,74,574,326,148,2,30,186,10,198,12,6,76,234,4,694,2,118,50,200,196,360,470,318,442,304,40,24,18,1594,74,18,1116,270,1014,12,612,472,740,6,134,182,12,360,18,6,50,14,26,6,188,52,3448,2,154,544,94,112,12,258,142,30,128,440,82,156,4,382,20,48,1586,66,86,310,6,2,88,1024,178,206,240,22,82,80,26,2550,18,580,150,0,8,208,120,16,80,256,36,14,20,598,88,98,1446,686,18,4,850,390,328,166
Multidrug,34,0,4,0,2,0,0,14,0,2,2,4,12,0,32,0,0,0,0,0,0,0,16,0,0,0,2,16,36,2,0,8,0,0,0,4,0,10,6,0,24,0,14,0,2,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,8,2,0,0,0,0,0,0,0,10,4,0,0,2,0,0,0,0,8,0,0,0,0,56,2,0,12,0,2,0,0,0,0,0,4,6,92,0,0,4,12,0,0,0,0,0,0,0,0,0,0,34
Multidrug,162,36,22,16,4,2,48,6,174,6,28,28,182,12,0,10,4,0,6,8,0,2,74,0,0,62,22,52,142,6,2,32,2,12,2,18,22,22,10,304,84,2,94,134,24,0,48,0,14,4,42,4,10,8,0,4,4,2,0,6,0,40,416,14,18,170,6,426,22,118,4,2,18,234,50,0,2178,12,10,0,224,2,18,0,0,0,16,458,8,2,0,176,22,0,26,128,14,0,4,58,0,60,0,102,44,120,150,6,6,66,0,228,2,312,18,60,0,4,22,150
Multidrug,94,130,14,136,12,14,604,56,82,24,130,34,1686,4,10,8,8,12,32,6,4,0,50,4,0,94,26,108,318,2,14,20,0,4,26,24,156,8,10,4206,66,48,122,790,506,8,12,0,188,6,24,30,20,62,6,34,112,34,74,6,2,40,5996,24,2,1520,8,12,114,1040,8,4,248,116,670,6,236,198,6,6,3130,0,276,12,2,14,18,7050,16,2,0,86,32,0,28,1834,66,0,8,0,0,984,2,30,172,956,490,12,38,124,4,40,80,3794,168,942,0,2,318,1450
Multidrug,430,3428,178,42,94,198,108,892,334,202,122,1182,632,570,64,62,26,260,62,52,6,4,388,196,10,3094,16,684,998,158,1350,258,60,1460,8,174,36,230,80,3532,344,22,404,5500,218,86,254,966,96,44,266,14,322,1246,26,62,96,18,22,24,306,364,1166,212,452,228,48,3242,280,494,328,34,66,632,116,640,10836,570,124,8,626,106,112,3372,4,10,354,1100,86,2790,684,1236,1312,6,420,628,198,2,332,22,4,284,48,3256,418,188,126,94,350,418,282,378,5280,608,42,168,28,216,88,2960
Multidrug,20,6,2,1380,4,2,0,12,6,24,6,2,4,6,14,0,44,4,38,4,20,0,20,0,0,8,2,2,0,66,0,0,6,0,0,2,0,108,0,20,36,6,12,38,10,126,16,0,0,58,8,6,56,0,2,0,2,6,8,0,10,32,2,24,24,2,0,2,4,0,0,0,22,2,6,0,0,2,0,0,0,8,0,8,82,0,12,4,6,2,2,6,28,160,14,0,16,0,0,0,0,0,2,0,2,0,0,6,72,0,26,18,0,2,50,6,0,2,10,2
Multidrug,154,390,18,0,0,10,2,16,42,0,16,36,14,4,0,6,0,12,0,4,0,0,42,4,0,140,0,76,340,0,2,6,0,12,2,42,2,16,18,102,30,0,44,1758,0,2,0,0,4,2,4,0,16,198,0,2,8,0,0,8,2,0,0,12,2,0,6,332,12,0,2,0,0,140,2,58,6012,12,12,0,0,2,16,10,0,0,40,0,30,20,4,124,58,0,8,0,8,0,4,0,0,6,4,672,0,0,2,2,240,116,0,2,42,0,0,0,0,6,0,148
Multidrug,84,312,8,0,16,8,2,32,426,0,44,14,58,10,0,4,0,16,4,6,0,0,40,2,0,82,0,62,270,0,12,14,4,6,2,54,6,30,8,70,80,2,44,1150,2,2,0,0,0,2,22,0,36,212,0,18,12,0,0,0,8,6,0,20,16,0,10,494,24,0,8,0,0,10,0,52,5964,34,24,0,0,8,22,18,0,0,86,0,24,6,0,216,86,0,14,0,18,2,18,0,0,8,6,570,4,0,0,6,82,4,0,0,48,0,0,0,4,4,0,128
Multidrug,576,808,176,10,150,30,56,188,2204,46,386,168,284,102,22,98,4,42,58,40,0,0,524,10,14,392,6,502,1234,4,26,110,32,64,12,496,24,270,166,234,698,8,390,2410,4,42,102,0,66,26,474,6,306,528,0,144,48,2,4,16,8,72,36,362,262,6,100,986,534,14,24,2,12,284,10,78,5110,284,744,2,52,56,236,14,2,8,358,52,38,22,62,1778,980,0,218,12,228,8,104,2,2,216,62,760,88,10,22,52,1022,144,100,186,102,32,0,16,2,38,8,300
Multidrug,334,234,50,6,76,8,30,124,2018,42,354,60,148,94,2,28,0,20,26,38,0,0,412,2,12,256,2,278,464,8,8,28,24,26,8,162,6,146,56,24,434,4,112,622,12,18,96,0,14,0,316,8,146,246,4,56,38,2,2,0,8,62,4,104,200,0,50,162,198,4,4,0,6,52,0,8,4462,92,88,0,16,42,92,4,2,2,210,0,38,0,14,874,322,0,156,8,130,4,76,0,0,92,42,634,40,14,6,24,562,14,94,158,16,0,0,2,0,28,0,32
Multidrug,744,1672,22,0,6,52,48,12,1382,0,226,26,116,10,8,6,0,62,2,8,0,0,1218,18,0,1538,0,66,88,0,82,4,0,96,0,16,2,204,2,238,800,2,42,4704,0,2,0,0,0,0,20,2,8,664,0,6,18,0,0,2,2,0,0,8,4,0,20,182,34,0,36,0,0,20,0,192,5098,2,38,0,0,0,10,20,0,0,24,0,34,110,0,198,34,0,24,2,22,0,10,0,2,6,4,544,20,0,0,2,184,2,0,0,134,0,0,0,0,8,0,1240
MLS,262,1560,376,0,1592,96,20,14,422,0,74,38,610,68,0,12,10,152,112,0,42,2,182,12,6,534,16,20,8,42,296,150,62,136,148,0,126,76,6,2146,116,0,526,5590,24,20,10,320,12,64,10,4,28,858,4,178,8,2,100,0,674,0,3598,40,22,322,0,20,54,988,78,142,2004,278,168,472,2,110,5062,0,32,6,82,500,0,34,0,86,0,1750,14,6,10,0,44,300,38,10,10,108,0,56,0,184,18,824,34,38,338,400,0,0,2160,54,26,2,16,474,0,944
Aminoglycoside,8,22,0,0,0,10,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,40,0,0,0,2,56,0,0,62,0,0,0,0,0,82,0,0,0,0,4,0,6,348,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,4,20,0,0,0,0,30,130,0,0,0,0,0,0,132,0,0,0,0,0,102,0,0,0,0,0,126,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,236,0,0,0,0,0,0,20
Aminoglycoside,984,3932,2600,422,128,328,180,132,832,48,118,668,1302,936,52,10,18,240,380,6,16,26,1106,466,4,4220,2,144,90,344,2492,2764,96,2170,0,10,32,536,6,9224,1014,2,3470,8402,220,70,122,1460,92,212,660,20,66,3300,2,4,8,48,18,0,2074,134,44,2,650,1004,18,164,10,560,648,20,774,2748,32,1718,50,368,2,26,8,12,8,6502,12,150,16,146,16,4974,276,16,276,0,276,606,32,2,56,72,8,42,22,404,196,322,10,68,442,2230,144,164,8044,580,6,6,102,4280,2,7344
Aminoglycoside,4,334,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,24,0,0,0,0,0,6,0,48,0,0,0,0,24,8,0,88,0,0,0,0,0,824,0,0,4,0,0,0,0,76,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,0,30,0,0,0,0,0,0,0,44,0,0,0,0,0,84,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970,0,0,0,0,6,0,0
Aminoglycoside,2,612,24,0,0,0,0,0,2,2,0,12,0,6,6,0,0,60,0,0,0,0,0,4,0,44,0,20,0,30,16,2,2,76,0,0,0,0,0,874,0,0,50,6,0,0,0,138,0,0,6,0,0,158,0,0,0,0,0,0,0,8,0,0,8,0,0,4,0,0,6,0,0,36,2,36,0,0,0,2,0,0,0,18,0,0,0,0,4,30,0,0,0,0,0,90,0,0,0,30,0,0,0,46,0,0,0,0,2,6,6,0,692,0,0,0,0,0,0,2
Beta-lactam,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
MLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,186,2,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,36,2,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,2,0,0
MLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLS,76,8,8,6,20,2,0,48,86,0,14,20,26,0,6,22,0,0,4,4,0,0,170,0,2,2,2,46,66,2,8,6,6,0,2,6,0,66,10,2,120,0,6,0,0,4,0,0,4,4,0,10,16,6,0,4,0,0,0,0,0,2,0,20,0,2,8,8,58,0,0,0,0,4,0,0,2,28,16,0,8,0,14,6,0,2,34,6,0,0,2,224,34,0,16,0,16,0,6,50,0,4,12,24,62,2,0,8,44,0,0,0,0,0,0,0,0,2,0,0
Aminoglycoside,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,132,0,0,0,0,120,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
